,Date,mains,television,fan,fridge,laptop computer,electric heating element,oven,washing machine,microwave,toaster,sockets,cooker,hour,minute,temp,dwpt,rhum,wdir,wspd,pres,Holiday,day,month,day_name,time_of_day,is_weekend
39,2015-08-13,117.70373949430206,0.0,8.113531886574075,39.233687268518544,7.386897858796297,5.467409664351848,0.0,0.68,7.412618865740857,3.9242108796296127,5.666056597222219,11.409050925925925,11.5,29.5,21.466666666666665,17.304166666666667,78.125,78.75,19.35,1015.6791666666667,0.0,2015-08-13,August,Thursday,Night,False
40,2015-08-14,139.59154682239057,4.774127141203704,7.6556810763888885,41.225326099536986,6.059223553240742,6.8416942708333215,0.0,0.68,11.489780324074067,1.449711631944441,2.3282487268518524,11.456915219907406,11.5,29.5,21.229166666666668,18.308333333333334,84.20833333333333,160.0,13.2,1007.3541666666666,0.0,2015-08-14,August,Friday,Night,False
41,2015-08-15,142.96973905723914,9.418804745370371,4.8269453124999995,40.44684652777782,9.420195486111112,9.884069155092591,3.0384634259259258,0.68,5.627133969907406,1.8613188078703704,1.4158712962962963,23.78396035879627,11.5,29.5,18.05,15.933333333333334,87.58333333333333,277.0833333333333,14.55,1009.2916666666666,0.0,2015-08-15,August,Saturday,Night,True
42,2015-08-16,127.4191944444445,5.620624016203704,4.809384085648148,37.087912500000016,11.461035937500002,7.027386863425928,0.0,11.982124189814645,5.921763773148161,4.426833275462962,1.705653125,4.8010866898148175,11.5,29.5,15.845833333333333,12.016666666666667,78.75,326.6666666666667,15.45,1015.6791666666667,0.0,2015-08-16,August,Sunday,Night,True
43,2015-08-17,160.9109872685186,16.05896724537037,0.0,34.75605561342593,13.892956944444443,6.507567361111112,0.0,0.68,4.310154918981481,0.0,2.8962611689814817,51.20740237268518,11.5,29.5,14.429166666666667,13.783333333333333,95.91666666666667,308.75,16.8,1013.4291666666667,0.0,2015-08-17,August,Monday,Night,False
44,2015-08-18,139.30996296296297,9.169958969907409,0.08794508101851885,34.77242916666668,10.381797164351852,8.349208506944445,0.0,0.68,8.934188946759438,0.0,3.7031866898148142,29.720190624999972,11.5,29.5,15.1375,13.466666666666667,90.16666666666667,224.58333333333334,21.6,1012.7875,0.0,2015-08-18,August,Tuesday,Night,False
45,2015-08-19,62.34391203703704,0.0,0.0,20.881633101851868,0.27022210648148093,4.5533308293534684,0.0,0.68,6.025620543981385,0.0,0.42815590277777776,0.0,11.5,29.5,17.029166666666665,13.245833333333334,79.45833333333333,181.66666666666666,12.3,1019.2541666666667,0.0,2015-08-19,August,Wednesday,Night,False
46,2015-08-20,32.0,0.0,0.0,0.0,0.0,2.348475309441544,0.0,0.68,1.24,0.0,0.0,0.0,11.5,29.5,18.720833333333335,13.2125,72.375,171.66666666666666,12.3,1022.2208333333333,0.0,2015-08-20,August,Thursday,Night,False
47,2015-08-21,32.0,0.0,0.0,0.0,0.0,2.4161442785320313,0.0,0.68,1.24,0.0,0.0,0.0,11.5,29.5,20.2875,15.995833333333334,77.33333333333333,149.58333333333334,9.9,1022.4333333333333,0.0,2015-08-21,August,Friday,Night,False
48,2015-08-22,32.0,0.0,0.0,0.0,0.0,2.483813247622519,0.0,0.68,1.24,0.0,0.0,0.0,11.5,29.5,21.3625,13.333333333333334,61.666666666666664,109.16666666666667,17.1,1017.8708333333333,0.0,2015-08-22,August,Saturday,Night,True
49,2015-08-23,108.51000000000008,3.3101526041666673,0.04907876157407408,19.128625983796297,5.97929230324074,4.60077707579118,0.0,15.990696238425908,9.661790277777781,0.0,0.7079638310185185,13.032462037037016,11.5,29.5,20.195833333333333,12.325,62.666666666666664,117.08333333333333,22.95,1007.0166666666667,0.0,2015-08-23,August,Sunday,Night,True
50,2015-08-24,195.4788483796296,10.794672222222221,3.277684432870371,37.84202731481482,19.605008506944444,6.068394733796293,7.076683159722241,10.574483159722242,1.24,0.0,1.222968576388889,54.71321782407408,11.5,29.5,17.704166666666666,15.575,87.75,166.25,16.95,1000.2375,0.0,2015-08-24,August,Monday,Night,False
51,2015-08-25,159.34116319444442,12.522139814814816,10.714175983796295,35.91623061342591,12.605015856481481,6.926553182870373,0.0,0.68,11.20065480324075,6.314931886574057,1.7731482638888871,17.425975115740734,11.5,29.5,16.770833333333332,12.8625,79.29166666666667,222.5,29.1,1008.5791666666667,0.0,2015-08-25,August,Tuesday,Night,False
52,2015-08-26,83.41008564814813,0.0,2.389437847222223,33.357067418981536,0.0,5.602300173611117,2.5423399305555603,0.68,6.958679340277801,0.0,0.12449016203703703,0.0,11.5,29.5,19.566666666666666,16.35,82.54166666666667,188.75,26.7,1008.55,0.0,2015-08-26,August,Wednesday,Night,False
53,2015-08-27,67.02619328703703,0.0,0.0,33.86490069444444,0.0,3.539495428240743,0.0,0.68,1.51,0.0,0.0,0.0,11.5,29.5,15.991666666666667,14.304166666666667,89.75,202.91666666666666,21.3,1008.3458333333333,0.0,2015-08-27,August,Thursday,Night,False
54,2015-08-28,64.88063888888887,0.0,0.0,31.936212442129605,0.0,3.5436072337962945,0.0,0.68,1.51,0.0,0.0,0.0,11.5,29.5,15.979166666666666,11.829166666666667,78.375,219.16666666666666,15.9,1016.7666666666667,0.0,2015-08-28,August,Friday,Night,False
55,2015-08-29,67.5469479166668,0.0,0.0,34.40373564814815,0.0,3.5716322916666647,0.0,0.68,1.51,0.0,0.0,0.0,11.5,29.5,17.225,11.45,71.41666666666667,158.75,10.05,1021.2583333333333,0.0,2015-08-29,August,Saturday,Night,True
56,2015-08-30,151.72598958333325,17.7582380787037,2.13982818287037,36.68890648148145,9.707039814814815,5.133040682870379,0.0,39.933017997685205,2.5705712962962917,0.0,0.9505507523148148,0.0,11.5,29.5,19.591666666666665,15.8125,79.08333333333333,55.833333333333336,14.7,1016.8541666666666,0.0,2015-08-30,August,Sunday,Night,True
57,2015-08-31,156.22930555555556,11.098893923611113,9.47966898148148,37.19894976851856,4.746974652777778,6.622792071759252,5.590777199074074,0.68,8.124383391203732,4.702608159722232,1.716619849537037,31.39506788194443,11.5,29.5,20.3375,18.716666666666665,90.91666666666667,183.33333333333334,13.65,1010.1333333333333,0.0,2015-08-31,August,Monday,Night,False
58,2015-09-01,122.68292245370372,11.627775347222222,0.04371400462962894,35.82249473379631,8.412537442129628,6.562341608796292,6.064517476851856,0.68,6.449556597222217,1.366731423611111,0.8379655092592588,10.1667810185185,11.5,29.5,15.895833333333334,12.475,80.66666666666667,315.4166666666667,19.2,1013.8541666666666,0.0,2015-09-01,September,Tuesday,Night,False
59,2015-09-02,97.4955787037037,1.8936905092592595,0.0,34.005713599537046,6.473390914351858,5.587817303240744,0.0,0.68,3.2716948495370577,0.0,0.48194155092592605,11.306717418981481,11.5,29.5,14.075,10.05,77.5,247.5,14.7,1015.9875,0.0,2015-09-02,September,Wednesday,Night,False
60,2015-09-03,183.35383564814813,17.832538368055555,0.04738391203703703,34.29668217592589,14.035861631944446,7.047885243055551,28.054010590277713,0.68,27.668401157407224,1.2578075810185174,2.319960532407407,9.374429340277775,11.5,29.5,12.8,10.033333333333333,83.95833333333333,224.16666666666666,14.820833333333333,1013.5291666666667,0.0,2015-09-03,September,Thursday,Night,False
61,2015-09-04,159.85050925925927,10.17165943287037,0.0,33.33528153935182,12.646124537037041,11.393170891203706,0.0,4.314393229166697,7.142167013888597,4.393815451388881,1.1666208912037035,41.54131487268519,11.5,29.5,13.858333333333333,12.6125,92.20833333333333,262.0833333333333,23.25,1011.7791666666667,0.0,2015-09-04,September,Friday,Night,False
62,2015-09-05,132.5489178240741,3.284471990740741,0.055995370370369564,32.19773842592591,9.220125113843348,9.256895543981484,0.0,0.95,8.253756365740745,0.0,1.6629220486111116,17.139557175925926,11.5,29.5,13.795833333333333,9.966666666666667,78.20833333333333,310.4166666666667,23.1,1016.3625,0.0,2015-09-05,September,Saturday,Night,True
63,2015-09-06,200.07041435185178,16.460667766203706,0.10305729166666795,32.75229859664353,15.223238775045537,10.01484311342592,3.2907457754629665,14.411215509259304,13.492435879629769,1.778205960648148,3.3793017361111115,45.59081545138889,11.5,29.5,13.233333333333333,9.291666666666666,77.75,299.5833333333333,20.7,1023.6375,0.0,2015-09-06,September,Sunday,Night,True
64,2015-09-07,116.51161226851853,3.484562094907409,0.0,32.60933213252316,7.613156423611111,9.93741140046296,0.0,4.336979456018507,9.437075752314804,0.0,1.0430928819444445,8.763081423611109,11.5,29.5,14.329166666666667,12.354166666666666,88.25,332.5,15.15,1026.6791666666666,0.0,2015-09-07,September,Monday,Night,False
65,2015-09-08,78.97820023148148,0.0,0.0204916087962956,33.573716956018544,0.0,5.107409780092594,0.0,0.68,7.994874942129641,0.0,0.0507501157407407,0.0,11.5,29.5,14.4125,11.508333333333333,83.125,184.16666666666666,10.35,1026.5541666666666,0.0,2015-09-08,September,Tuesday,Night,False
66,2015-09-09,64.63317245370372,0.0,0.0,31.531098842592556,0.0,3.582340046296296,0.0,0.68,1.24,0.0,0.0,0.0,11.5,29.5,13.979166666666666,10.529166666666667,81.04166666666667,90.41666666666667,13.45,1024.3333333333333,0.0,2015-09-09,September,Wednesday,Night,False
67,2015-09-10,63.3636377314815,0.0,0.0,30.66329774305553,0.0,3.5471301504629644,0.0,0.68,1.24,0.0,0.0,0.0,11.5,29.5,14.766666666666667,9.55,71.91666666666667,78.75,17.85,1023.2166666666667,0.0,2015-09-10,September,Thursday,Night,False
68,2015-09-11,65.03687037037038,0.0,0.0,31.871762442129647,0.0,3.4923422453703714,0.0,0.68,1.24,0.0,0.0,0.0,11.5,29.5,14.620833333333334,10.133333333333333,75.45833333333333,82.91666666666667,14.4,1017.8166666666667,0.0,2015-09-11,September,Friday,Night,False
69,2015-09-12,57.41652320657032,0.0,0.0,30.070282118055548,0.0,3.5706815393518525,0.0,0.68,1.24,0.0,0.0,0.0,11.5,29.5,15.708333333333334,12.620833333333334,82.33333333333333,145.41666666666666,14.65,1011.2,0.0,2015-09-12,September,Saturday,Night,True
70,2015-09-13,110.86049859412614,0.0,0.0,30.077104852843917,0.0,3.7337463469328713,0.0,0.68,1.24,0.0,0.03319895833333326,0.0,11.5,29.5,16.266666666666666,13.125,82.5,156.25,16.620833333333334,1004.95625,0.0,2015-09-13,September,Sunday,Night,True
71,2015-09-14,223.9842200974516,14.31263119212963,0.0,32.474391964285715,14.350394907407408,8.627767021122677,16.395134895833333,22.62770491898162,6.686107986111147,0.0,2.8520934027777773,53.4961579861111,11.5,29.5,14.229166666666666,12.658333333333333,90.41666666666667,178.75,21.483333333333334,998.8041666666667,0.0,2015-09-14,September,Monday,Night,False
72,2015-09-15,143.05596874999986,6.902288657407409,0.04991863425926006,30.370829259259253,13.551285648148147,16.059833854166655,5.460112789351857,0.68,21.38600943287023,1.423886747685185,1.6644152777777776,0.0,11.5,29.5,12.195833333333333,9.525,84.04166666666667,182.91666666666666,27.808333333333334,999.3833333333333,0.0,2015-09-15,September,Tuesday,Night,False
73,2015-09-16,162.84738541666667,11.087566319444445,0.9446018518518512,34.1915116550926,12.61178854166667,30.818420891203736,0.0,0.68,6.333223263888896,3.4702047453703697,0.748331886574074,22.529896296296297,11.5,29.5,14.779166666666667,13.270833333333334,90.83333333333333,143.33333333333334,20.1,991.7208333333333,0.0,2015-09-16,September,Wednesday,Night,False
74,2015-09-17,81.22230208333333,0.0,1.3944607060185177,32.27348327546295,0.7381932870370367,5.606216898148151,0.0,0.68,6.5627003472223215,0.0,0.6845914351851844,0.0,11.5,29.5,14.116666666666667,12.65,91.0,225.0,19.95,997.725,0.0,2015-09-17,September,Thursday,Night,False
75,2015-09-18,62.437077546296315,0.0,0.0,28.520993287037037,0.0,3.664114062500001,0.0,0.68,0.98,0.0,0.0,0.0,11.5,29.5,13.575,11.608333333333333,88.5,187.5,15.991666666666667,1012.5083333333333,0.0,2015-09-18,September,Friday,Night,False
76,2015-09-19,108.12971064814815,0.0,0.0,28.458121194815536,1.737292174358124,4.321825532034048,27.96696485246449,0.68,21.650617028142168,0.0,0.3361484887471155,0.0,11.5,29.5,13.708333333333334,11.070833333333333,85.16666666666667,265.4166666666667,11.4,1021.7041666666667,0.0,2015-09-19,September,Saturday,Night,True
77,2015-09-20,180.26960648148153,8.84032650462963,0.3805461226851832,35.085228284351196,15.26894150619743,22.3990310073178,4.102685726239206,13.402076793981482,9.972685402413404,0.0,1.8377607126417717,34.85279548611112,11.5,29.5,13.9125,11.3,85.08333333333333,251.25,15.183333333333334,1023.6708333333333,0.0,2015-09-20,September,Sunday,Night,True
78,2015-09-21,154.91820601851845,8.05987980324074,2.118586574074075,35.23575069444443,8.379772453703705,19.662718055555573,0.0,9.284600694444418,2.934558043981402,1.293893634259258,2.210901851851853,28.785053240740737,11.5,29.5,14.608333333333333,11.983333333333333,85.41666666666667,200.83333333333334,19.5,1013.05,0.0,2015-09-21,September,Monday,Night,False
79,2015-09-22,135.23671296296294,0.0,2.1493956597222224,32.88687083333332,8.69543153935185,23.848604861111106,0.0,14.862523437499991,10.542899594907382,4.2252125,0.7821463541666666,2.3141755208333357,11.5,29.5,12.720833333333333,11.483333333333333,92.66666666666667,202.91666666666666,11.408333333333333,1000.4333333333333,0.0,2015-09-22,September,Tuesday,Night,False
80,2015-09-23,172.27932291666667,1.296265914351852,0.03348431712963009,33.063561631944445,16.682404166666664,12.276249305555554,0.0,0.68,7.593677951388856,0.0,1.109755902777778,31.472024768518526,11.5,29.5,13.241666666666667,11.666666666666666,90.5,244.58333333333334,12.25,1007.8291666666667,0.0,2015-09-23,September,Wednesday,Night,False
81,2015-09-24,102.98245370370371,0.2725078703703704,2.567033449074074,31.586849149904236,6.4598212847222225,16.700647627314815,0.0,0.68,9.252323263888835,0.0,1.1807224537037035,0.0,11.5,29.5,13.0,12.104166666666666,94.41666666666667,197.91666666666666,19.05,1014.4375,0.0,2015-09-24,September,Thursday,Night,False
82,2015-09-25,89.21320601851852,0.0,0.15097766203703702,29.87907602370685,5.781554583333333,5.938198784722219,12.505156828703782,0.68,2.8278681134260304,0.0,1.3011358796296295,0.0,11.5,29.5,12.620833333333334,10.229166666666666,86.29166666666667,247.91666666666666,10.583333333333334,1021.6208333333333,0.0,2015-09-25,September,Friday,Night,False
83,2015-09-26,112.31013310185178,0.0,0.06528402777777778,30.173594212962943,16.07895578703704,5.877632986111107,12.607417245370316,0.68,2.6412967013888506,0.0,1.6122946180555566,10.922073148148145,11.5,29.5,11.741666666666667,8.725,83.25,129.58333333333334,7.533333333333333,1028.35,0.0,2015-09-26,September,Saturday,Night,True
